160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
164	165	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
164	164	222
160	160	128
164	164	222
165	164	222
165	164	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
166	152	222
160	160	128
166	151	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	150	222
160	160	128
160	160	128
160	160	128
159	150	222
159	150	222
160	160	128
159	150	222
160	160	128
159	150	222
159	150	222
160	160	128
158	150	222
158	150	222
158	150	222
158	150	222
158	150	222
157	150	222
157	150	222
157	150	222
157	150	222
156	150	222
156	150	222
156	150	222
156	150	222
156	150	222
155	150	222
155	150	222
155	150	222
154	150	222
154	150	222
154	150	222
154	150	222
153	150	222
153	150	222
153	150	222
152	150	222
152	149	222
152	149	222
138	136	222
137	136	222
136	136	222
136	137	222
136	138	222
135	138	222
135	139	222
160	160	128
135	140	222
160	160	128
135	141	222
160	160	128
135	142	222
160	160	128
134	142	222
134	143	222
134	144	222
134	145	222
134	145	222
133	146	222
133	147	222
133	147	222
133	148	222
133	149	222
133	149	222
132	150	222
132	151	222
132	151	222
132	152	222
132	152	222
131	153	222
131	154	222
131	154	222
131	155	222
109	153	222
109	154	222
109	156	222
109	157	222
108	158	222
108	159	222
108	160	222
108	162	222
107	163	222
107	164	222
160	160	128
154	161	222
154	161	222
154	161	222
154	161	222
154	162	222
154	162	222
153	162	222
153	162	222
153	162	222
153	162	222
153	163	222
153	163	222
153	163	222
153	163	222
153	164	222
153	164	222
153	164	222
153	164	222
153	164	222
154	164	222
160	160	128
160	160	128
156	164	222
160	160	128
156	164	222
160	160	128
156	164	222
160	160	128
156	164	222
160	160	128
157	164	222
160	160	128
157	164	222
160	160	128
157	164	222
160	160	128
157	164	222
160	160	128
157	164	222
157	164	222
157	164	222
158	164	222
158	164	222
158	164	222
158	164	222
158	164	222
158	164	222
158	165	222
